,S1.point,S2.point,S3.point,sigma,lambda,gamma
1507,12,8,3,1.0,2.125,0.1875
1508,12,8,4,1.0,3.0,0.1875
1509,12,8,5,1.0,4.3,0.1875
1510,12,8,6,1.0,7.5,0.1875
1511,12,8,7,1.0,0.175,0.1875
1512,12,9,0,0.9125000000000001,10.625,0.16250000000000003
1513,12,9,1,0.9125000000000001,0.9,0.16250000000000003
1514,12,9,2,0.9125000000000001,1.575,0.16250000000000003
1515,12,9,3,0.9125000000000001,2.075,0.16250000000000003
1516,12,9,4,0.9125000000000001,2.95,0.16250000000000003
1517,12,9,5,0.9125000000000001,4.25,0.16250000000000003
1518,12,9,6,0.9125000000000001,7.300000000000001,0.16250000000000003
1519,12,9,7,0.9125000000000001,0.175,0.16250000000000003
1520,12,10,0,0.825,10.6,0.15000000000000002
1521,12,10,1,0.825,0.85,0.15000000000000002
1522,12,10,2,0.825,1.5499999999999998,0.15000000000000002
1523,12,10,3,0.825,2.025,0.15000000000000002
1524,12,10,4,0.825,2.9749999999999996,0.15000000000000002
1525,12,10,5,0.825,4.2,0.15000000000000002
1526,12,10,6,0.825,7.125,0.15000000000000002
1527,12,10,7,0.825,0.15000000000000002,0.15000000000000002
1528,12,11,0,0.7375,10.575,0.125
1529,12,11,1,0.7375,0.85,0.125
1530,12,11,2,0.7375,1.5499999999999998,0.125
1531,12,11,3,0.7375,2.0,0.125
1532,12,11,4,0.7375,2.9749999999999996,0.125
1533,12,11,5,0.7375,4.2,0.125
1534,12,11,6,0.7375,7.050000000000001,0.125
1535,12,11,7,0.7375,0.15000000000000002,0.125
1536,12,12,0,0.6499999999999999,10.575,0.1
1537,12,12,1,0.6499999999999999,0.8,0.1
1538,12,12,2,0.6499999999999999,1.5499999999999998,0.1
1539,12,12,3,0.6499999999999999,1.975,0.1
1540,12,12,4,0.6499999999999999,2.975,0.1
1541,12,12,5,0.6499999999999999,4.25,0.1
1542,12,12,6,0.6499999999999999,6.975,0.1
1543,12,12,7,0.6499999999999999,0.125,0.1
1544,12,13,0,0.575,10.575,0.07500000000000001
1545,12,13,1,0.575,0.7750000000000001,0.07500000000000001
1546,12,13,2,0.575,1.5499999999999998,0.07500000000000001
1547,12,13,3,0.575,2.0,0.07500000000000001
1548,12,13,4,0.575,3.0,0.07500000000000001
1549,12,13,5,0.575,4.3,0.07500000000000001
1550,12,13,6,0.575,7.0,0.07500000000000001
1551,12,13,7,0.575,0.125,0.07500000000000001
1552,12,14,0,1.4625,11.625,0.625
1553,12,14,1,1.95,1.45,0.5625
1554,12,14,2,1.9375,2.1,0.5625
1555,12,14,3,1.95,3.4000000000000004,0.5625
1556,12,14,4,1.95,4.3,0.5625
1557,12,14,5,1.95,6.375,0.5625
1558,12,14,6,1.95,8.675,0.5625
1559,12,14,7,1.95,0.475,0.5625
